,STATE/UT,YEAR,MONTH,ACCIDENTS
2886,Jharkhand,2003,JULY,2534
2887,Jharkhand,2003,AUGUST,2569
2888,Jharkhand,2003,SEPTEMBER,2612
2889,Jharkhand,2003,OCTOBER,2852
2890,Jharkhand,2003,NOVEMBER,2799
2891,Jharkhand,2003,DECEMBER,2997
2892,Jharkhand,2004,JANUARY,3661
2893,Jharkhand,2004,FEBRUARY,3393
2894,Jharkhand,2004,MARCH,3477
2895,Jharkhand,2004,APRIL,3411
2896,Jharkhand,2004,MAY,3239
2897,Jharkhand,2004,JUNE,3306
2898,Jharkhand,2004,JULY,3164
2899,Jharkhand,2004,AUGUST,3334
2900,Jharkhand,2004,SEPTEMBER,3399
2901,Jharkhand,2004,OCTOBER,3532
2902,Jharkhand,2004,NOVEMBER,3425
2903,Jharkhand,2004,DECEMBER,3762
2904,Jharkhand,2005,JANUARY,3784
2905,Jharkhand,2005,FEBRUARY,3435
2906,Jharkhand,2005,MARCH,3672
2907,Jharkhand,2005,APRIL,3594
2908,Jharkhand,2005,MAY,3870
2909,Jharkhand,2005,JUNE,3410
2910,Jharkhand,2005,JULY,3172
2911,Jharkhand,2005,AUGUST,3452
2912,Jharkhand,2005,SEPTEMBER,3109
2913,Jharkhand,2005,OCTOBER,3467
2914,Jharkhand,2005,NOVEMBER,3602
2915,Jharkhand,2005,DECEMBER,3728
2916,Jharkhand,2006,JANUARY,3901
2917,Jharkhand,2006,FEBRUARY,3394
2918,Jharkhand,2006,MARCH,3711
2919,Jharkhand,2006,APRIL,3360
2920,Jharkhand,2006,MAY,3600
2921,Jharkhand,2006,JUNE,3229
2922,Jharkhand,2006,JULY,3139
2923,Jharkhand,2006,AUGUST,3398
2924,Jharkhand,2006,SEPTEMBER,3384
2925,Jharkhand,2006,OCTOBER,3423
2926,Jharkhand,2006,NOVEMBER,3516
2927,Jharkhand,2006,DECEMBER,3673
2928,Jharkhand,2007,JANUARY,3758
2929,Jharkhand,2007,FEBRUARY,3459
2930,Jharkhand,2007,MARCH,3529
2931,Jharkhand,2007,APRIL,3481
2932,Jharkhand,2007,MAY,3667
2933,Jharkhand,2007,JUNE,3145
2934,Jharkhand,2007,JULY,2793
2935,Jharkhand,2007,AUGUST,3107
2936,Jharkhand,2007,SEPTEMBER,2935
2937,Jharkhand,2007,OCTOBER,3207
2938,Jharkhand,2007,NOVEMBER,3211
2939,Jharkhand,2007,DECEMBER,3569
2940,Jharkhand,2008,JANUARY,3433
2941,Jharkhand,2008,FEBRUARY,3172
2942,Jharkhand,2008,MARCH,3121
2943,Jharkhand,2008,APRIL,3205
2944,Jharkhand,2008,MAY,3210
2945,Jharkhand,2008,JUNE,2911
2946,Jharkhand,2008,JULY,2904
2947,Jharkhand,2008,AUGUST,2874
2948,Jharkhand,2008,SEPTEMBER,3077
2949,Jharkhand,2008,OCTOBER,3092
2950,Jharkhand,2008,NOVEMBER,3034
2951,Jharkhand,2008,DECEMBER,3205
2952,Jharkhand,2009,JANUARY,3142
2953,Jharkhand,2009,FEBRUARY,2933
2954,Jharkhand,2009,MARCH,3072
2955,Jharkhand,2009,APRIL,2877
2956,Jharkhand,2009,MAY,3133
2957,Jharkhand,2009,JUNE,2967
2958,Jharkhand,2009,JULY,2745
2959,Jharkhand,2009,AUGUST,2851
2960,Jharkhand,2009,SEPTEMBER,2707
2961,Jharkhand,2009,OCTOBER,2910
2962,Jharkhand,2009,NOVEMBER,2959
2963,Jharkhand,2009,DECEMBER,3161
2964,Jharkhand,2010,JANUARY,3221
2965,Jharkhand,2010,FEBRUARY,2967
2966,Jharkhand,2010,MARCH,3180
2967,Jharkhand,2010,APRIL,3073
2968,Jharkhand,2010,MAY,3149
2969,Jharkhand,2010,JUNE,2743
2970,Jharkhand,2010,JULY,2641
2971,Jharkhand,2010,AUGUST,2745
2972,Jharkhand,2010,SEPTEMBER,2861
2973,Jharkhand,2010,OCTOBER,2602
2974,Jharkhand,2010,NOVEMBER,2897
2975,Jharkhand,2010,DECEMBER,3003
2976,Jharkhand,2011,JANUARY,3146
2977,Jharkhand,2011,FEBRUARY,2929
2978,Jharkhand,2011,MARCH,3622
2979,Jharkhand,2011,APRIL,2805
2980,Jharkhand,2011,MAY,3144
2981,Jharkhand,2011,JUNE,2767
2982,Jharkhand,2011,JULY,2688
2983,Jharkhand,2011,AUGUST,2787
2984,Jharkhand,2011,SEPTEMBER,2844
2985,Jharkhand,2011,OCTOBER,2476
2986,Jharkhand,2011,NOVEMBER,2882
2987,Jharkhand,2011,DECEMBER,3126
2988,Jharkhand,2012,JANUARY,3262
2989,Jharkhand,2012,FEBRUARY,3039
2990,Jharkhand,2012,MARCH,2960
2991,Jharkhand,2012,APRIL,2942
2992,Jharkhand,2012,MAY,3159
2993,Jharkhand,2012,JUNE,2866
2994,Jharkhand,2012,JULY,2848
2995,Jharkhand,2012,AUGUST,2929
2996,Jharkhand,2012,SEPTEMBER,3025
2997,Jharkhand,2012,OCTOBER,2960
2998,Jharkhand,2012,NOVEMBER,2991
2999,Jharkhand,2012,DECEMBER,3193
3000,Jharkhand,2013,JANUARY,3251
3001,Jharkhand,2013,FEBRUARY,3023
3002,Jharkhand,2013,MARCH,3090
3003,Jharkhand,2013,APRIL,3113
3004,Jharkhand,2013,MAY,3231
3005,Jharkhand,2013,JUNE,2712
3006,Jharkhand,2013,JULY,2595
3007,Jharkhand,2013,AUGUST,2772
3008,Jharkhand,2013,SEPTEMBER,2788
3009,Jharkhand,2013,OCTOBER,2728
3010,Jharkhand,2013,NOVEMBER,2789
3011,Jharkhand,2013,DECEMBER,3123
3012,Jharkhand,2014,JANUARY,3332
3013,Jharkhand,2014,FEBRUARY,2909
3014,Jharkhand,2014,MARCH,3005
3015,Jharkhand,2014,APRIL,2785
3016,Jharkhand,2014,MAY,3162
3017,Jharkhand,2014,JUNE,2805
3018,Jharkhand,2014,JULY,2834
3019,Jharkhand,2014,AUGUST,2913
3020,Jharkhand,2014,SEPTEMBER,2911
3021,Jharkhand,2014,OCTOBER,2911
3022,Jharkhand,2014,NOVEMBER,2963
3023,Jharkhand,2014,DECEMBER,3342
3024,Karnataka,2001,JANUARY,2
3025,Karnataka,2001,FEBRUARY,0
3026,Karnataka,2001,MARCH,0
3027,Karnataka,2001,APRIL,0
3028,Karnataka,2001,MAY,0
3029,Karnataka,2001,JUNE,0
3030,Karnataka,2001,JULY,0
3031,Karnataka,2001,AUGUST,0
3032,Karnataka,2001,SEPTEMBER,2
3033,Karnataka,2001,OCTOBER,1
3034,Karnataka,2001,NOVEMBER,1
3035,Karnataka,2001,DECEMBER,0
3036,Karnataka,2002,JANUARY,0
3037,Karnataka,2002,FEBRUARY,0
3038,Karnataka,2002,MARCH,0
3039,Karnataka,2002,APRIL,0
3040,Karnataka,2002,MAY,0
3041,Karnataka,2002,JUNE,0
3042,Karnataka,2002,JULY,0
3043,Karnataka,2002,AUGUST,0
3044,Karnataka,2002,SEPTEMBER,0
3045,Karnataka,2002,OCTOBER,0
3046,Karnataka,2002,NOVEMBER,0
3047,Karnataka,2002,DECEMBER,0
3048,Karnataka,2003,JANUARY,0
3049,Karnataka,2003,FEBRUARY,0
3050,Karnataka,2003,MARCH,0
3051,Karnataka,2003,APRIL,0
3052,Karnataka,2003,MAY,0
3053,Karnataka,2003,JUNE,0
3054,Karnataka,2003,JULY,0
3055,Karnataka,2003,AUGUST,0
3056,Karnataka,2003,SEPTEMBER,0
3057,Karnataka,2003,OCTOBER,0
3058,Karnataka,2003,NOVEMBER,1
3059,Karnataka,2003,DECEMBER,0
3060,Karnataka,2004,JANUARY,0
3061,Karnataka,2004,FEBRUARY,1
3062,Karnataka,2004,MARCH,0
3063,Karnataka,2004,APRIL,0
3064,Karnataka,2004,MAY,0
3065,Karnataka,2004,JUNE,0
3066,Karnataka,2004,JULY,0
3067,Karnataka,2004,AUGUST,0
3068,Karnataka,2004,SEPTEMBER,0
3069,Karnataka,2004,OCTOBER,0
3070,Karnataka,2004,NOVEMBER,1
3071,Karnataka,2004,DECEMBER,0
3072,Karnataka,2005,JANUARY,0
3073,Karnataka,2005,FEBRUARY,0
3074,Karnataka,2005,MARCH,0
3075,Karnataka,2005,APRIL,0
3076,Karnataka,2005,MAY,0
3077,Karnataka,2005,JUNE,0
3078,Karnataka,2005,JULY,0
3079,Karnataka,2005,AUGUST,0
3080,Karnataka,2005,SEPTEMBER,0
3081,Karnataka,2005,OCTOBER,0
3082,Karnataka,2005,NOVEMBER,0
3083,Karnataka,2005,DECEMBER,0
3084,Karnataka,2006,JANUARY,0
3085,Karnataka,2006,FEBRUARY,0
3086,Karnataka,2006,MARCH,0
3087,Karnataka,2006,APRIL,0
3088,Karnataka,2006,MAY,0
3089,Karnataka,2006,JUNE,0
3090,Karnataka,2006,JULY,1
3091,Karnataka,2006,AUGUST,0
3092,Karnataka,2006,SEPTEMBER,0
3093,Karnataka,2006,OCTOBER,0
3094,Karnataka,2006,NOVEMBER,0
3095,Karnataka,2006,DECEMBER,0
3096,Karnataka,2007,JANUARY,1
3097,Karnataka,2007,FEBRUARY,0
3098,Karnataka,2007,MARCH,0
3099,Karnataka,2007,APRIL,1
3100,Karnataka,2007,MAY,0
3101,Karnataka,2007,JUNE,0
3102,Karnataka,2007,JULY,0
3103,Karnataka,2007,AUGUST,0
3104,Karnataka,2007,SEPTEMBER,0
3105,Karnataka,2007,OCTOBER,0
3106,Karnataka,2007,NOVEMBER,0
3107,Karnataka,2007,DECEMBER,0
3108,Karnataka,2008,JANUARY,0
3109,Karnataka,2008,FEBRUARY,0
3110,Karnataka,2008,MARCH,0
3111,Karnataka,2008,APRIL,0
3112,Karnataka,2008,MAY,0
3113,Karnataka,2008,JUNE,0
3114,Karnataka,2008,JULY,0
3115,Karnataka,2008,AUGUST,0
3116,Karnataka,2008,SEPTEMBER,0
3117,Karnataka,2008,OCTOBER,0
3118,Karnataka,2008,NOVEMBER,0
3119,Karnataka,2008,DECEMBER,0
3120,Karnataka,2009,JANUARY,1
3121,Karnataka,2009,FEBRUARY,0
3122,Karnataka,2009,MARCH,0
3123,Karnataka,2009,APRIL,0
3124,Karnataka,2009,MAY,0
3125,Karnataka,2009,JUNE,0
3126,Karnataka,2009,JULY,0
3127,Karnataka,2009,AUGUST,0
3128,Karnataka,2009,SEPTEMBER,0
3129,Karnataka,2009,OCTOBER,0
3130,Karnataka,2009,NOVEMBER,0
3131,Karnataka,2009,DECEMBER,0
3132,Karnataka,2010,JANUARY,0
3133,Karnataka,2010,FEBRUARY,0
3134,Karnataka,2010,MARCH,0
3135,Karnataka,2010,APRIL,0
3136,Karnataka,2010,MAY,0
3137,Karnataka,2010,JUNE,0
3138,Karnataka,2010,JULY,0
3139,Karnataka,2010,AUGUST,0
3140,Karnataka,2010,SEPTEMBER,0
3141,Karnataka,2010,OCTOBER,0
3142,Karnataka,2010,NOVEMBER,0
3143,Karnataka,2010,DECEMBER,0
3144,Karnataka,2011,JANUARY,0
3145,Karnataka,2011,FEBRUARY,0
3146,Karnataka,2011,MARCH,0
3147,Karnataka,2011,APRIL,0
3148,Karnataka,2011,MAY,0
3149,Karnataka,2011,JUNE,0
3150,Karnataka,2011,JULY,0
3151,Karnataka,2011,AUGUST,0
3152,Karnataka,2011,SEPTEMBER,0
3153,Karnataka,2011,OCTOBER,0
3154,Karnataka,2011,NOVEMBER,0
3155,Karnataka,2011,DECEMBER,0
3156,Karnataka,2012,JANUARY,0
3157,Karnataka,2012,FEBRUARY,0
3158,Karnataka,2012,MARCH,0
3159,Karnataka,2012,APRIL,0
3160,Karnataka,2012,MAY,0
3161,Karnataka,2012,JUNE,0
3162,Karnataka,2012,JULY,0
3163,Karnataka,2012,AUGUST,0
3164,Karnataka,2012,SEPTEMBER,0
3165,Karnataka,2012,OCTOBER,0
3166,Karnataka,2012,NOVEMBER,0
3167,Karnataka,2012,DECEMBER,0
3168,Karnataka,2013,JANUARY,0
3169,Karnataka,2013,FEBRUARY,0
3170,Karnataka,2013,MARCH,0
3171,Karnataka,2013,APRIL,0
3172,Karnataka,2013,MAY,0
3173,Karnataka,2013,JUNE,0
3174,Karnataka,2013,JULY,0
3175,Karnataka,2013,AUGUST,0
3176,Karnataka,2013,SEPTEMBER,0
3177,Karnataka,2013,OCTOBER,0
3178,Karnataka,2013,NOVEMBER,0
3179,Karnataka,2013,DECEMBER,0
3180,Karnataka,2014,JANUARY,0
3181,Karnataka,2014,FEBRUARY,0
3182,Karnataka,2014,MARCH,0
3183,Karnataka,2014,APRIL,0
3184,Karnataka,2014,MAY,0
3185,Karnataka,2014,JUNE,0
3186,Karnataka,2014,JULY,0
3187,Karnataka,2014,AUGUST,0
3188,Karnataka,2014,SEPTEMBER,0
3189,Karnataka,2014,OCTOBER,1
3190,Karnataka,2014,NOVEMBER,0
3191,Karnataka,2014,DECEMBER,0
3192,Kerala,2001,JANUARY,1726
3193,Kerala,2001,FEBRUARY,1584
3194,Kerala,2001,MARCH,1764
3195,Kerala,2001,APRIL,1728
3196,Kerala,2001,MAY,1980
3197,Kerala,2001,JUNE,1649
3198,Kerala,2001,JULY,1428
3199,Kerala,2001,AUGUST,1372
3200,Kerala,2001,SEPTEMBER,1544
3201,Kerala,2001,OCTOBER,1650
3202,Kerala,2001,NOVEMBER,1711
3203,Kerala,2001,DECEMBER,1576
3204,Kerala,2002,JANUARY,1873
3205,Kerala,2002,FEBRUARY,1871
3206,Kerala,2002,MARCH,1921
3207,Kerala,2002,APRIL,1894
3208,Kerala,2002,MAY,2278
3209,Kerala,2002,JUNE,1987
3210,Kerala,2002,JULY,1776
3211,Kerala,2002,AUGUST,1649
3212,Kerala,2002,SEPTEMBER,1656
3213,Kerala,2002,OCTOBER,1927
3214,Kerala,2002,NOVEMBER,2088
3215,Kerala,2002,DECEMBER,1959
3216,Kerala,2003,JANUARY,1927
3217,Kerala,2003,FEBRUARY,1763
3218,Kerala,2003,MARCH,1891
3219,Kerala,2003,APRIL,1965
3220,Kerala,2003,MAY,2191
3221,Kerala,2003,JUNE,2064
3222,Kerala,2003,JULY,1779
3223,Kerala,2003,AUGUST,1693
3224,Kerala,2003,SEPTEMBER,1644
3225,Kerala,2003,OCTOBER,1923
3226,Kerala,2003,NOVEMBER,1886
3227,Kerala,2003,DECEMBER,1890
3228,Kerala,2004,JANUARY,2104
3229,Kerala,2004,FEBRUARY,2048
3230,Kerala,2004,MARCH,2002
3231,Kerala,2004,APRIL,2166
3232,Kerala,2004,MAY,2100
3233,Kerala,2004,JUNE,1970
3234,Kerala,2004,JULY,1868
3235,Kerala,2004,AUGUST,1672
3236,Kerala,2004,SEPTEMBER,1856
3237,Kerala,2004,OCTOBER,2039
3238,Kerala,2004,NOVEMBER,1882
3239,Kerala,2004,DECEMBER,1884
3240,Kerala,2005,JANUARY,1768
3241,Kerala,2005,FEBRUARY,1797
3242,Kerala,2005,MARCH,1830
3243,Kerala,2005,APRIL,1771
3244,Kerala,2005,MAY,2271
3245,Kerala,2005,JUNE,1931
3246,Kerala,2005,JULY,1601
3247,Kerala,2005,AUGUST,1637
3248,Kerala,2005,SEPTEMBER,1553
3249,Kerala,2005,OCTOBER,1902
3250,Kerala,2005,NOVEMBER,1749
3251,Kerala,2005,DECEMBER,1664
3252,Kerala,2006,JANUARY,2180
3253,Kerala,2006,FEBRUARY,1967
3254,Kerala,2006,MARCH,2144
3255,Kerala,2006,APRIL,2278
3256,Kerala,2006,MAY,2516
3257,Kerala,2006,JUNE,2159
3258,Kerala,2006,JULY,1929
3259,Kerala,2006,AUGUST,1723
3260,Kerala,2006,SEPTEMBER,1859
3261,Kerala,2006,OCTOBER,2050
3262,Kerala,2006,NOVEMBER,2211
3263,Kerala,2006,DECEMBER,2022
3264,Kerala,2007,JANUARY,2490
3265,Kerala,2007,FEBRUARY,2288
3266,Kerala,2007,MARCH,2409
3267,Kerala,2007,APRIL,2776
3268,Kerala,2007,MAY,2690
3269,Kerala,2007,JUNE,2482
3270,Kerala,2007,JULY,2114
3271,Kerala,2007,AUGUST,2080
3272,Kerala,2007,SEPTEMBER,2161
3273,Kerala,2007,OCTOBER,2323
3274,Kerala,2007,NOVEMBER,2384
3275,Kerala,2007,DECEMBER,2247
3276,Kerala,2008,JANUARY,3037
3277,Kerala,2008,FEBRUARY,2883
3278,Kerala,2008,MARCH,2917
3279,Kerala,2008,APRIL,3250
3280,Kerala,2008,MAY,3126
3281,Kerala,2008,JUNE,2718
3282,Kerala,2008,JULY,2699
3283,Kerala,2008,AUGUST,3223
3284,Kerala,2008,SEPTEMBER,2564
3285,Kerala,2008,OCTOBER,2958
3286,Kerala,2008,NOVEMBER,2449
3287,Kerala,2008,DECEMBER,2492
3288,Kerala,2009,JANUARY,2851
3289,Kerala,2009,FEBRUARY,2742
3290,Kerala,2009,MARCH,2723
3291,Kerala,2009,APRIL,2822
3292,Kerala,2009,MAY,3119
3293,Kerala,2009,JUNE,2742
3294,Kerala,2009,JULY,2449
3295,Kerala,2009,AUGUST,2335
3296,Kerala,2009,SEPTEMBER,2510
3297,Kerala,2009,OCTOBER,2829
3298,Kerala,2009,NOVEMBER,2549
3299,Kerala,2009,DECEMBER,2661
3300,Kerala,2010,JANUARY,2503
3301,Kerala,2010,FEBRUARY,2494
3302,Kerala,2010,MARCH,2435
3303,Kerala,2010,APRIL,2548
3304,Kerala,2010,MAY,2890
3305,Kerala,2010,JUNE,2682
3306,Kerala,2010,JULY,2428
3307,Kerala,2010,AUGUST,2245
3308,Kerala,2010,SEPTEMBER,2226
3309,Kerala,2010,OCTOBER,2583
3310,Kerala,2010,NOVEMBER,2635
3311,Kerala,2010,DECEMBER,2458
3312,Kerala,2011,JANUARY,2892
3313,Kerala,2011,FEBRUARY,2547
3314,Kerala,2011,MARCH,2722
3315,Kerala,2011,APRIL,2564
3316,Kerala,2011,MAY,3111
3317,Kerala,2011,JUNE,2533
3318,Kerala,2011,JULY,2370
3319,Kerala,2011,AUGUST,2220
3320,Kerala,2011,SEPTEMBER,2128
3321,Kerala,2011,OCTOBER,2544
3322,Kerala,2011,NOVEMBER,2526
3323,Kerala,2011,DECEMBER,2416
3324,Kerala,2012,JANUARY,2618
3325,Kerala,2012,FEBRUARY,2475
3326,Kerala,2012,MARCH,2413
3327,Kerala,2012,APRIL,2799
3328,Kerala,2012,MAY,2841
3329,Kerala,2012,JUNE,2631
3330,Kerala,2012,JULY,2146
3331,Kerala,2012,AUGUST,1992
3332,Kerala,2012,SEPTEMBER,2103
3333,Kerala,2012,OCTOBER,2420
3334,Kerala,2012,NOVEMBER,2522
3335,Kerala,2012,DECEMBER,2213
3336,Kerala,2013,JANUARY,2959
3337,Kerala,2013,FEBRUARY,2801
3338,Kerala,2013,MARCH,2953
3339,Kerala,2013,APRIL,2952
3340,Kerala,2013,MAY,3778
3341,Kerala,2013,JUNE,3026
3342,Kerala,2013,JULY,2535
3343,Kerala,2013,AUGUST,2448
3344,Kerala,2013,SEPTEMBER,2587
3345,Kerala,2013,OCTOBER,2741
3346,Kerala,2013,NOVEMBER,2621
3347,Kerala,2013,DECEMBER,2633
3348,Kerala,2014,JANUARY,3375
3349,Kerala,2014,FEBRUARY,3154
3350,Kerala,2014,MARCH,3470
3351,Kerala,2014,APRIL,3345
3352,Kerala,2014,MAY,4107
3353,Kerala,2014,JUNE,3637
3354,Kerala,2014,JULY,3104
3355,Kerala,2014,AUGUST,2951
3356,Kerala,2014,SEPTEMBER,2946
3357,Kerala,2014,OCTOBER,3261
3358,Kerala,2014,NOVEMBER,3288
3359,Kerala,2014,DECEMBER,3060
3360,Lakshadweep,2001,JANUARY,3162
3361,Lakshadweep,2001,FEBRUARY,3015
3362,Lakshadweep,2001,MARCH,3272
3363,Lakshadweep,2001,APRIL,3332
3364,Lakshadweep,2001,MAY,3671
3365,Lakshadweep,2001,JUNE,3179
3366,Lakshadweep,2001,JULY,2781
3367,Lakshadweep,2001,AUGUST,2755
3368,Lakshadweep,2001,SEPTEMBER,2772
3369,Lakshadweep,2001,OCTOBER,3024
3370,Lakshadweep,2001,NOVEMBER,3057
3371,Lakshadweep,2001,DECEMBER,3249
3372,Lakshadweep,2002,JANUARY,3424
3373,Lakshadweep,2002,FEBRUARY,3087
3374,Lakshadweep,2002,MARCH,3506
3375,Lakshadweep,2002,APRIL,3538
3376,Lakshadweep,2002,MAY,3970
3377,Lakshadweep,2002,JUNE,3273
3378,Lakshadweep,2002,JULY,3036
3379,Lakshadweep,2002,AUGUST,2960
3380,Lakshadweep,2002,SEPTEMBER,2881
3381,Lakshadweep,2002,OCTOBER,3225
3382,Lakshadweep,2002,NOVEMBER,3197
3383,Lakshadweep,2002,DECEMBER,3464
3384,Lakshadweep,2003,JANUARY,3699
3385,Lakshadweep,2003,FEBRUARY,3373
3386,Lakshadweep,2003,MARCH,3234
3387,Lakshadweep,2003,APRIL,3430
3388,Lakshadweep,2003,MAY,3998
3389,Lakshadweep,2003,JUNE,3584
3390,Lakshadweep,2003,JULY,3421
3391,Lakshadweep,2003,AUGUST,3537
3392,Lakshadweep,2003,SEPTEMBER,3494
3393,Lakshadweep,2003,OCTOBER,3774
3394,Lakshadweep,2003,NOVEMBER,3651
3395,Lakshadweep,2003,DECEMBER,3827
3396,Lakshadweep,2004,JANUARY,3928
3397,Lakshadweep,2004,FEBRUARY,3713
3398,Lakshadweep,2004,MARCH,3677
3399,Lakshadweep,2004,APRIL,3714
3400,Lakshadweep,2004,MAY,4289
3401,Lakshadweep,2004,JUNE,3811
3402,Lakshadweep,2004,JULY,3430
3403,Lakshadweep,2004,AUGUST,3262
3404,Lakshadweep,2004,SEPTEMBER,3474
3405,Lakshadweep,2004,OCTOBER,3605
3406,Lakshadweep,2004,NOVEMBER,3693
3407,Lakshadweep,2004,DECEMBER,3943
3408,Lakshadweep,2005,JANUARY,4078
3409,Lakshadweep,2005,FEBRUARY,3694
3410,Lakshadweep,2005,MARCH,3832
3411,Lakshadweep,2005,APRIL,3877
3412,Lakshadweep,2005,MAY,4637
3413,Lakshadweep,2005,JUNE,4126
3414,Lakshadweep,2005,JULY,3564
3415,Lakshadweep,2005,AUGUST,3410
3416,Lakshadweep,2005,SEPTEMBER,3456
3417,Lakshadweep,2005,OCTOBER,3794
3418,Lakshadweep,2005,NOVEMBER,3933
3419,Lakshadweep,2005,DECEMBER,4185
3420,Lakshadweep,2006,JANUARY,4062
3421,Lakshadweep,2006,FEBRUARY,3741
3422,Lakshadweep,2006,MARCH,4129
3423,Lakshadweep,2006,APRIL,4271
3424,Lakshadweep,2006,MAY,4881
3425,Lakshadweep,2006,JUNE,4194
3426,Lakshadweep,2006,JULY,3705
3427,Lakshadweep,2006,AUGUST,3497
3428,Lakshadweep,2006,SEPTEMBER,3705
3429,Lakshadweep,2006,OCTOBER,4197
3430,Lakshadweep,2006,NOVEMBER,4084
3431,Lakshadweep,2006,DECEMBER,4421
3432,Lakshadweep,2007,JANUARY,4572
3433,Lakshadweep,2007,FEBRUARY,4318
3434,Lakshadweep,2007,MARCH,4481
3435,Lakshadweep,2007,APRIL,4795
3436,Lakshadweep,2007,MAY,5206
3437,Lakshadweep,2007,JUNE,4400
3438,Lakshadweep,2007,JULY,3839
3439,Lakshadweep,2007,AUGUST,3850
3440,Lakshadweep,2007,SEPTEMBER,3784
3441,Lakshadweep,2007,OCTOBER,4090
3442,Lakshadweep,2007,NOVEMBER,4349
3443,Lakshadweep,2007,DECEMBER,4291
3444,Lakshadweep,2008,JANUARY,4376
3445,Lakshadweep,2008,FEBRUARY,4260
3446,Lakshadweep,2008,MARCH,4479
3447,Lakshadweep,2008,APRIL,4839
3448,Lakshadweep,2008,MAY,4726
3449,Lakshadweep,2008,JUNE,4096
3450,Lakshadweep,2008,JULY,3738
3451,Lakshadweep,2008,AUGUST,3588
3452,Lakshadweep,2008,SEPTEMBER,3560
3453,Lakshadweep,2008,OCTOBER,3886
3454,Lakshadweep,2008,NOVEMBER,3854
3455,Lakshadweep,2008,DECEMBER,4277
3456,Lakshadweep,2009,JANUARY,4126
3457,Lakshadweep,2009,FEBRUARY,4024
3458,Lakshadweep,2009,MARCH,4199
3459,Lakshadweep,2009,APRIL,4373
3460,Lakshadweep,2009,MAY,4691
3461,Lakshadweep,2009,JUNE,4097
3462,Lakshadweep,2009,JULY,3531
3463,Lakshadweep,2009,AUGUST,3737
3464,Lakshadweep,2009,SEPTEMBER,3921
3465,Lakshadweep,2009,OCTOBER,3916
3466,Lakshadweep,2009,NOVEMBER,3895
3467,Lakshadweep,2009,DECEMBER,4355
3468,Lakshadweep,2010,JANUARY,4383
3469,Lakshadweep,2010,FEBRUARY,4036
3470,Lakshadweep,2010,MARCH,4314
3471,Lakshadweep,2010,APRIL,4401
3472,Lakshadweep,2010,MAY,4861
3473,Lakshadweep,2010,JUNE,4393
3474,Lakshadweep,2010,JULY,3925
3475,Lakshadweep,2010,AUGUST,3679
3476,Lakshadweep,2010,SEPTEMBER,3938
3477,Lakshadweep,2010,OCTOBER,4049
3478,Lakshadweep,2010,NOVEMBER,4226
3479,Lakshadweep,2010,DECEMBER,4414
3480,Lakshadweep,2011,JANUARY,4332
3481,Lakshadweep,2011,FEBRUARY,4052
3482,Lakshadweep,2011,MARCH,4155
3483,Lakshadweep,2011,APRIL,3928
3484,Lakshadweep,2011,MAY,4675
3485,Lakshadweep,2011,JUNE,3976
3486,Lakshadweep,2011,JULY,3674
3487,Lakshadweep,2011,AUGUST,3439
3488,Lakshadweep,2011,SEPTEMBER,3520
3489,Lakshadweep,2011,OCTOBER,3511
3490,Lakshadweep,2011,NOVEMBER,3732
3491,Lakshadweep,2011,DECEMBER,4126
3492,Lakshadweep,2012,JANUARY,4110
3493,Lakshadweep,2012,FEBRUARY,3760
3494,Lakshadweep,2012,MARCH,3896
3495,Lakshadweep,2012,APRIL,4031
3496,Lakshadweep,2012,MAY,4071
3497,Lakshadweep,2012,JUNE,3865
3498,Lakshadweep,2012,JULY,3539
3499,Lakshadweep,2012,AUGUST,3384
3500,Lakshadweep,2012,SEPTEMBER,3374
3501,Lakshadweep,2012,OCTOBER,3508
3502,Lakshadweep,2012,NOVEMBER,3523
3503,Lakshadweep,2012,DECEMBER,4186
3504,Lakshadweep,2013,JANUARY,4013
3505,Lakshadweep,2013,FEBRUARY,3689
3506,Lakshadweep,2013,MARCH,3978
3507,Lakshadweep,2013,APRIL,3798
3508,Lakshadweep,2013,MAY,4460
3509,Lakshadweep,2013,JUNE,3653
3510,Lakshadweep,2013,JULY,3215
3511,Lakshadweep,2013,AUGUST,3081
3512,Lakshadweep,2013,SEPTEMBER,3206
3513,Lakshadweep,2013,OCTOBER,3304
3514,Lakshadweep,2013,NOVEMBER,3434
3515,Lakshadweep,2013,DECEMBER,4032
3516,Lakshadweep,2014,JANUARY,3978
3517,Lakshadweep,2014,FEBRUARY,3714
3518,Lakshadweep,2014,MARCH,3920
3519,Lakshadweep,2014,APRIL,3847
3520,Lakshadweep,2014,MAY,4258
3521,Lakshadweep,2014,JUNE,3784
3522,Lakshadweep,2014,JULY,3546
3523,Lakshadweep,2014,AUGUST,3450
3524,Lakshadweep,2014,SEPTEMBER,3298
3525,Lakshadweep,2014,OCTOBER,3291
3526,Lakshadweep,2014,NOVEMBER,3478
3527,Lakshadweep,2014,DECEMBER,3818
3528,Madhya Pradesh,2001,JANUARY,39
3529,Madhya Pradesh,2001,FEBRUARY,31
3530,Madhya Pradesh,2001,MARCH,40
3531,Madhya Pradesh,2001,APRIL,48
3532,Madhya Pradesh,2001,MAY,40
3533,Madhya Pradesh,2001,JUNE,14
3534,Madhya Pradesh,2001,JULY,21
3535,Madhya Pradesh,2001,AUGUST,26
3536,Madhya Pradesh,2001,SEPTEMBER,38
3537,Madhya Pradesh,2001,OCTOBER,41
