,STATE/UT,YEAR,MONTH,ACCIDENTS
2063,Goa,2004,DECEMBER,707
2064,Goa,2005,JANUARY,626
2065,Goa,2005,FEBRUARY,514
2066,Goa,2005,MARCH,604
2067,Goa,2005,APRIL,598
2068,Goa,2005,MAY,692
2069,Goa,2005,JUNE,634
2070,Goa,2005,JULY,664
2071,Goa,2005,AUGUST,682
2072,Goa,2005,SEPTEMBER,565
2073,Goa,2005,OCTOBER,704
2074,Goa,2005,NOVEMBER,703
2075,Goa,2005,DECEMBER,696
2076,Goa,2006,JANUARY,792
2077,Goa,2006,FEBRUARY,736
2078,Goa,2006,MARCH,854
2079,Goa,2006,APRIL,855
2080,Goa,2006,MAY,876
2081,Goa,2006,JUNE,858
2082,Goa,2006,JULY,823
2083,Goa,2006,AUGUST,861
2084,Goa,2006,SEPTEMBER,847
2085,Goa,2006,OCTOBER,939
2086,Goa,2006,NOVEMBER,878
2087,Goa,2006,DECEMBER,943
2088,Goa,2007,JANUARY,825
2089,Goa,2007,FEBRUARY,780
2090,Goa,2007,MARCH,839
2091,Goa,2007,APRIL,839
2092,Goa,2007,MAY,881
2093,Goa,2007,JUNE,871
2094,Goa,2007,JULY,859
2095,Goa,2007,AUGUST,909
2096,Goa,2007,SEPTEMBER,873
2097,Goa,2007,OCTOBER,904
2098,Goa,2007,NOVEMBER,834
2099,Goa,2007,DECEMBER,902
2100,Goa,2008,JANUARY,911
2101,Goa,2008,FEBRUARY,869
2102,Goa,2008,MARCH,1001
2103,Goa,2008,APRIL,998
2104,Goa,2008,MAY,951
2105,Goa,2008,JUNE,847
2106,Goa,2008,JULY,899
2107,Goa,2008,AUGUST,909
2108,Goa,2008,SEPTEMBER,910
2109,Goa,2008,OCTOBER,1052
2110,Goa,2008,NOVEMBER,939
2111,Goa,2008,DECEMBER,955
2112,Goa,2009,JANUARY,808
2113,Goa,2009,FEBRUARY,963
2114,Goa,2009,MARCH,982
2115,Goa,2009,APRIL,928
2116,Goa,2009,MAY,973
2117,Goa,2009,JUNE,977
2118,Goa,2009,JULY,931
2119,Goa,2009,AUGUST,929
2120,Goa,2009,SEPTEMBER,875
2121,Goa,2009,OCTOBER,966
2122,Goa,2009,NOVEMBER,1080
2123,Goa,2009,DECEMBER,1015
2124,Goa,2010,JANUARY,883
2125,Goa,2010,FEBRUARY,897
2126,Goa,2010,MARCH,1035
2127,Goa,2010,APRIL,936
2128,Goa,2010,MAY,932
2129,Goa,2010,JUNE,933
2130,Goa,2010,JULY,892
2131,Goa,2010,AUGUST,925
2132,Goa,2010,SEPTEMBER,816
2133,Goa,2010,OCTOBER,998
2134,Goa,2010,NOVEMBER,939
2135,Goa,2010,DECEMBER,975
2136,Goa,2011,JANUARY,830
2137,Goa,2011,FEBRUARY,896
2138,Goa,2011,MARCH,891
2139,Goa,2011,APRIL,818
2140,Goa,2011,MAY,899
2141,Goa,2011,JUNE,869
2142,Goa,2011,JULY,842
2143,Goa,2011,AUGUST,829
2144,Goa,2011,SEPTEMBER,874
2145,Goa,2011,OCTOBER,978
2146,Goa,2011,NOVEMBER,911
2147,Goa,2011,DECEMBER,916
2148,Goa,2012,JANUARY,759
2149,Goa,2012,FEBRUARY,819
2150,Goa,2012,MARCH,865
2151,Goa,2012,APRIL,841
2152,Goa,2012,MAY,841
2153,Goa,2012,JUNE,791
2154,Goa,2012,JULY,799
2155,Goa,2012,AUGUST,791
2156,Goa,2012,SEPTEMBER,761
2157,Goa,2012,OCTOBER,862
2158,Goa,2012,NOVEMBER,870
2159,Goa,2012,DECEMBER,972
2160,Goa,2013,JANUARY,819
2161,Goa,2013,FEBRUARY,711
2162,Goa,2013,MARCH,891
2163,Goa,2013,APRIL,861
2164,Goa,2013,MAY,920
2165,Goa,2013,JUNE,799
2166,Goa,2013,JULY,888
2167,Goa,2013,AUGUST,784
2168,Goa,2013,SEPTEMBER,847
2169,Goa,2013,OCTOBER,959
2170,Goa,2013,NOVEMBER,1025
2171,Goa,2013,DECEMBER,969
2172,Goa,2014,JANUARY,892
2173,Goa,2014,FEBRUARY,881
2174,Goa,2014,MARCH,963
2175,Goa,2014,APRIL,911
2176,Goa,2014,MAY,939
2177,Goa,2014,JUNE,906
2178,Goa,2014,JULY,955
2179,Goa,2014,AUGUST,916
2180,Goa,2014,SEPTEMBER,871
2181,Goa,2014,OCTOBER,891
2182,Goa,2014,NOVEMBER,962
2183,Goa,2014,DECEMBER,956
2184,Gujarat,2001,JANUARY,137
2185,Gujarat,2001,FEBRUARY,131
2186,Gujarat,2001,MARCH,164
2187,Gujarat,2001,APRIL,156
2188,Gujarat,2001,MAY,184
2189,Gujarat,2001,JUNE,207
2190,Gujarat,2001,JULY,201
2191,Gujarat,2001,AUGUST,167
2192,Gujarat,2001,SEPTEMBER,195
2193,Gujarat,2001,OCTOBER,227
2194,Gujarat,2001,NOVEMBER,176
2195,Gujarat,2001,DECEMBER,165
2196,Gujarat,2002,JANUARY,135
2197,Gujarat,2002,FEBRUARY,138
2198,Gujarat,2002,MARCH,183
2199,Gujarat,2002,APRIL,176
2200,Gujarat,2002,MAY,230
2201,Gujarat,2002,JUNE,241
2202,Gujarat,2002,JULY,216
2203,Gujarat,2002,AUGUST,220
2204,Gujarat,2002,SEPTEMBER,189
2205,Gujarat,2002,OCTOBER,176
2206,Gujarat,2002,NOVEMBER,184
2207,Gujarat,2002,DECEMBER,193
2208,Gujarat,2003,JANUARY,149
2209,Gujarat,2003,FEBRUARY,145
2210,Gujarat,2003,MARCH,159
2211,Gujarat,2003,APRIL,160
2212,Gujarat,2003,MAY,205
2213,Gujarat,2003,JUNE,207
2214,Gujarat,2003,JULY,259
2215,Gujarat,2003,AUGUST,239
2216,Gujarat,2003,SEPTEMBER,234
2217,Gujarat,2003,OCTOBER,189
2218,Gujarat,2003,NOVEMBER,217
2219,Gujarat,2003,DECEMBER,196
2220,Gujarat,2004,JANUARY,173
2221,Gujarat,2004,FEBRUARY,183
2222,Gujarat,2004,MARCH,191
2223,Gujarat,2004,APRIL,207
2224,Gujarat,2004,MAY,225
2225,Gujarat,2004,JUNE,231
2226,Gujarat,2004,JULY,226
2227,Gujarat,2004,AUGUST,208
2228,Gujarat,2004,SEPTEMBER,239
2229,Gujarat,2004,OCTOBER,230
2230,Gujarat,2004,NOVEMBER,214
2231,Gujarat,2004,DECEMBER,188
2232,Gujarat,2005,JANUARY,162
2233,Gujarat,2005,FEBRUARY,143
2234,Gujarat,2005,MARCH,185
2235,Gujarat,2005,APRIL,166
2236,Gujarat,2005,MAY,213
2237,Gujarat,2005,JUNE,241
2238,Gujarat,2005,JULY,203
2239,Gujarat,2005,AUGUST,261
2240,Gujarat,2005,SEPTEMBER,214
2241,Gujarat,2005,OCTOBER,218
2242,Gujarat,2005,NOVEMBER,215
2243,Gujarat,2005,DECEMBER,180
2244,Gujarat,2006,JANUARY,161
2245,Gujarat,2006,FEBRUARY,161
2246,Gujarat,2006,MARCH,215
2247,Gujarat,2006,APRIL,229
2248,Gujarat,2006,MAY,240
2249,Gujarat,2006,JUNE,209
2250,Gujarat,2006,JULY,203
2251,Gujarat,2006,AUGUST,193
2252,Gujarat,2006,SEPTEMBER,199
2253,Gujarat,2006,OCTOBER,224
2254,Gujarat,2006,NOVEMBER,183
2255,Gujarat,2006,DECEMBER,199
2256,Gujarat,2007,JANUARY,181
2257,Gujarat,2007,FEBRUARY,167
2258,Gujarat,2007,MARCH,183
2259,Gujarat,2007,APRIL,207
2260,Gujarat,2007,MAY,222
2261,Gujarat,2007,JUNE,227
2262,Gujarat,2007,JULY,246
2263,Gujarat,2007,AUGUST,220
2264,Gujarat,2007,SEPTEMBER,256
2265,Gujarat,2007,OCTOBER,256
2266,Gujarat,2007,NOVEMBER,222
2267,Gujarat,2007,DECEMBER,195
2268,Gujarat,2008,JANUARY,166
2269,Gujarat,2008,FEBRUARY,132
2270,Gujarat,2008,MARCH,135
2271,Gujarat,2008,APRIL,179
2272,Gujarat,2008,MAY,151
2273,Gujarat,2008,JUNE,174
2274,Gujarat,2008,JULY,178
2275,Gujarat,2008,AUGUST,166
2276,Gujarat,2008,SEPTEMBER,157
2277,Gujarat,2008,OCTOBER,210
2278,Gujarat,2008,NOVEMBER,169
2279,Gujarat,2008,DECEMBER,165
2280,Gujarat,2009,JANUARY,213
2281,Gujarat,2009,FEBRUARY,252
2282,Gujarat,2009,MARCH,233
2283,Gujarat,2009,APRIL,236
2284,Gujarat,2009,MAY,283
2285,Gujarat,2009,JUNE,299
2286,Gujarat,2009,JULY,285
2287,Gujarat,2009,AUGUST,257
2288,Gujarat,2009,SEPTEMBER,250
2289,Gujarat,2009,OCTOBER,272
2290,Gujarat,2009,NOVEMBER,263
2291,Gujarat,2009,DECEMBER,235
2292,Gujarat,2010,JANUARY,216
2293,Gujarat,2010,FEBRUARY,205
2294,Gujarat,2010,MARCH,239
2295,Gujarat,2010,APRIL,253
2296,Gujarat,2010,MAY,278
2297,Gujarat,2010,JUNE,310
2298,Gujarat,2010,JULY,275
2299,Gujarat,2010,AUGUST,257
2300,Gujarat,2010,SEPTEMBER,256
2301,Gujarat,2010,OCTOBER,246
2302,Gujarat,2010,NOVEMBER,297
2303,Gujarat,2010,DECEMBER,245
2304,Gujarat,2011,JANUARY,222
2305,Gujarat,2011,FEBRUARY,215
2306,Gujarat,2011,MARCH,261
2307,Gujarat,2011,APRIL,245
2308,Gujarat,2011,MAY,269
2309,Gujarat,2011,JUNE,283
2310,Gujarat,2011,JULY,267
2311,Gujarat,2011,AUGUST,249
2312,Gujarat,2011,SEPTEMBER,253
2313,Gujarat,2011,OCTOBER,272
2314,Gujarat,2011,NOVEMBER,281
2315,Gujarat,2011,DECEMBER,282
2316,Gujarat,2012,JANUARY,214
2317,Gujarat,2012,FEBRUARY,191
2318,Gujarat,2012,MARCH,256
2319,Gujarat,2012,APRIL,243
2320,Gujarat,2012,MAY,254
2321,Gujarat,2012,JUNE,274
2322,Gujarat,2012,JULY,236
2323,Gujarat,2012,AUGUST,270
2324,Gujarat,2012,SEPTEMBER,233
2325,Gujarat,2012,OCTOBER,219
2326,Gujarat,2012,NOVEMBER,292
2327,Gujarat,2012,DECEMBER,217
2328,Gujarat,2013,JANUARY,209
2329,Gujarat,2013,FEBRUARY,202
2330,Gujarat,2013,MARCH,216
2331,Gujarat,2013,APRIL,254
2332,Gujarat,2013,MAY,266
2333,Gujarat,2013,JUNE,234
2334,Gujarat,2013,JULY,263
2335,Gujarat,2013,AUGUST,235
2336,Gujarat,2013,SEPTEMBER,276
2337,Gujarat,2013,OCTOBER,273
2338,Gujarat,2013,NOVEMBER,276
2339,Gujarat,2013,DECEMBER,277
2340,Gujarat,2014,JANUARY,246
2341,Gujarat,2014,FEBRUARY,191
2342,Gujarat,2014,MARCH,260
2343,Gujarat,2014,APRIL,234
2344,Gujarat,2014,MAY,289
2345,Gujarat,2014,JUNE,295
2346,Gujarat,2014,JULY,292
2347,Gujarat,2014,AUGUST,329
2348,Gujarat,2014,SEPTEMBER,272
2349,Gujarat,2014,OCTOBER,302
2350,Gujarat,2014,NOVEMBER,313
2351,Gujarat,2014,DECEMBER,302
2352,Haryana,2001,JANUARY,362
2353,Haryana,2001,FEBRUARY,485
2354,Haryana,2001,MARCH,392
2355,Haryana,2001,APRIL,372
2356,Haryana,2001,MAY,483
2357,Haryana,2001,JUNE,448
2358,Haryana,2001,JULY,429
2359,Haryana,2001,AUGUST,410
2360,Haryana,2001,SEPTEMBER,405
2361,Haryana,2001,OCTOBER,423
2362,Haryana,2001,NOVEMBER,394
2363,Haryana,2001,DECEMBER,408
2364,Haryana,2002,JANUARY,336
2365,Haryana,2002,FEBRUARY,363
2366,Haryana,2002,MARCH,427
2367,Haryana,2002,APRIL,462
2368,Haryana,2002,MAY,452
2369,Haryana,2002,JUNE,500
2370,Haryana,2002,JULY,544
2371,Haryana,2002,AUGUST,496
2372,Haryana,2002,SEPTEMBER,425
2373,Haryana,2002,OCTOBER,495
2374,Haryana,2002,NOVEMBER,453
2375,Haryana,2002,DECEMBER,420
2376,Haryana,2003,JANUARY,401
2377,Haryana,2003,FEBRUARY,380
2378,Haryana,2003,MARCH,423
2379,Haryana,2003,APRIL,468
2380,Haryana,2003,MAY,535
2381,Haryana,2003,JUNE,550
2382,Haryana,2003,JULY,635
2383,Haryana,2003,AUGUST,551
2384,Haryana,2003,SEPTEMBER,509
2385,Haryana,2003,OCTOBER,498
2386,Haryana,2003,NOVEMBER,517
2387,Haryana,2003,DECEMBER,421
2388,Haryana,2004,JANUARY,439
2389,Haryana,2004,FEBRUARY,463
2390,Haryana,2004,MARCH,509
2391,Haryana,2004,APRIL,503
2392,Haryana,2004,MAY,489
2393,Haryana,2004,JUNE,588
2394,Haryana,2004,JULY,657
2395,Haryana,2004,AUGUST,559
2396,Haryana,2004,SEPTEMBER,512
2397,Haryana,2004,OCTOBER,531
2398,Haryana,2004,NOVEMBER,526
2399,Haryana,2004,DECEMBER,505
2400,Haryana,2005,JANUARY,444
2401,Haryana,2005,FEBRUARY,291
2402,Haryana,2005,MARCH,384
2403,Haryana,2005,APRIL,412
2404,Haryana,2005,MAY,484
2405,Haryana,2005,JUNE,573
2406,Haryana,2005,JULY,559
2407,Haryana,2005,AUGUST,499
2408,Haryana,2005,SEPTEMBER,525
2409,Haryana,2005,OCTOBER,518
2410,Haryana,2005,NOVEMBER,508
2411,Haryana,2005,DECEMBER,472
2412,Haryana,2006,JANUARY,332
2413,Haryana,2006,FEBRUARY,387
2414,Haryana,2006,MARCH,467
2415,Haryana,2006,APRIL,474
2416,Haryana,2006,MAY,516
2417,Haryana,2006,JUNE,520
2418,Haryana,2006,JULY,541
2419,Haryana,2006,AUGUST,501
2420,Haryana,2006,SEPTEMBER,448
2421,Haryana,2006,OCTOBER,495
2422,Haryana,2006,NOVEMBER,455
2423,Haryana,2006,DECEMBER,473
2424,Haryana,2007,JANUARY,447
2425,Haryana,2007,FEBRUARY,409
2426,Haryana,2007,MARCH,466
2427,Haryana,2007,APRIL,485
2428,Haryana,2007,MAY,505
2429,Haryana,2007,JUNE,573
2430,Haryana,2007,JULY,537
2431,Haryana,2007,AUGUST,527
2432,Haryana,2007,SEPTEMBER,505
2433,Haryana,2007,OCTOBER,508
2434,Haryana,2007,NOVEMBER,461
2435,Haryana,2007,DECEMBER,451
2436,Haryana,2008,JANUARY,404
2437,Haryana,2008,FEBRUARY,376
2438,Haryana,2008,MARCH,459
2439,Haryana,2008,APRIL,486
2440,Haryana,2008,MAY,475
2441,Haryana,2008,JUNE,537
2442,Haryana,2008,JULY,502
2443,Haryana,2008,AUGUST,306
2444,Haryana,2008,SEPTEMBER,415
2445,Haryana,2008,OCTOBER,535
2446,Haryana,2008,NOVEMBER,498
2447,Haryana,2008,DECEMBER,433
2448,Haryana,2009,JANUARY,367
2449,Haryana,2009,FEBRUARY,364
2450,Haryana,2009,MARCH,514
2451,Haryana,2009,APRIL,460
2452,Haryana,2009,MAY,558
2453,Haryana,2009,JUNE,503
2454,Haryana,2009,JULY,557
2455,Haryana,2009,AUGUST,560
2456,Haryana,2009,SEPTEMBER,563
2457,Haryana,2009,OCTOBER,600
2458,Haryana,2009,NOVEMBER,515
2459,Haryana,2009,DECEMBER,451
2460,Haryana,2010,JANUARY,452
2461,Haryana,2010,FEBRUARY,408
2462,Haryana,2010,MARCH,553
2463,Haryana,2010,APRIL,535
2464,Haryana,2010,MAY,539
2465,Haryana,2010,JUNE,539
2466,Haryana,2010,JULY,552
2467,Haryana,2010,AUGUST,498
2468,Haryana,2010,SEPTEMBER,470
2469,Haryana,2010,OCTOBER,527
2470,Haryana,2010,NOVEMBER,576
2471,Haryana,2010,DECEMBER,493
2472,Haryana,2011,JANUARY,394
2473,Haryana,2011,FEBRUARY,430
2474,Haryana,2011,MARCH,500
2475,Haryana,2011,APRIL,448
2476,Haryana,2011,MAY,645
2477,Haryana,2011,JUNE,657
2478,Haryana,2011,JULY,648
2479,Haryana,2011,AUGUST,612
2480,Haryana,2011,SEPTEMBER,610
2481,Haryana,2011,OCTOBER,622
2482,Haryana,2011,NOVEMBER,565
2483,Haryana,2011,DECEMBER,534
2484,Haryana,2012,JANUARY,413
2485,Haryana,2012,FEBRUARY,460
2486,Haryana,2012,MARCH,531
2487,Haryana,2012,APRIL,533
2488,Haryana,2012,MAY,601
2489,Haryana,2012,JUNE,631
2490,Haryana,2012,JULY,706
2491,Haryana,2012,AUGUST,590
2492,Haryana,2012,SEPTEMBER,555
2493,Haryana,2012,OCTOBER,557
2494,Haryana,2012,NOVEMBER,597
2495,Haryana,2012,DECEMBER,463
2496,Haryana,2013,JANUARY,418
2497,Haryana,2013,FEBRUARY,355
2498,Haryana,2013,MARCH,464
2499,Haryana,2013,APRIL,530
2500,Haryana,2013,MAY,646
2501,Haryana,2013,JUNE,617
2502,Haryana,2013,JULY,596
2503,Haryana,2013,AUGUST,574
2504,Haryana,2013,SEPTEMBER,542
2505,Haryana,2013,OCTOBER,652
2506,Haryana,2013,NOVEMBER,582
2507,Haryana,2013,DECEMBER,479
2508,Haryana,2014,JANUARY,414
2509,Haryana,2014,FEBRUARY,415
2510,Haryana,2014,MARCH,424
2511,Haryana,2014,APRIL,433
2512,Haryana,2014,MAY,506
2513,Haryana,2014,JUNE,594
2514,Haryana,2014,JULY,563
2515,Haryana,2014,AUGUST,515
2516,Haryana,2014,SEPTEMBER,415
2517,Haryana,2014,OCTOBER,544
2518,Haryana,2014,NOVEMBER,517
2519,Haryana,2014,DECEMBER,438
2520,Himachal Pradesh,2001,JANUARY,83
2521,Himachal Pradesh,2001,FEBRUARY,76
2522,Himachal Pradesh,2001,MARCH,88
2523,Himachal Pradesh,2001,APRIL,95
2524,Himachal Pradesh,2001,MAY,94
2525,Himachal Pradesh,2001,JUNE,70
2526,Himachal Pradesh,2001,JULY,79
2527,Himachal Pradesh,2001,AUGUST,88
2528,Himachal Pradesh,2001,SEPTEMBER,78
2529,Himachal Pradesh,2001,OCTOBER,81
2530,Himachal Pradesh,2001,NOVEMBER,86
2531,Himachal Pradesh,2001,DECEMBER,77
2532,Himachal Pradesh,2002,JANUARY,85
2533,Himachal Pradesh,2002,FEBRUARY,41
2534,Himachal Pradesh,2002,MARCH,70
2535,Himachal Pradesh,2002,APRIL,91
2536,Himachal Pradesh,2002,MAY,80
2537,Himachal Pradesh,2002,JUNE,69
2538,Himachal Pradesh,2002,JULY,67
2539,Himachal Pradesh,2002,AUGUST,80
2540,Himachal Pradesh,2002,SEPTEMBER,79
2541,Himachal Pradesh,2002,OCTOBER,75
2542,Himachal Pradesh,2002,NOVEMBER,68
2543,Himachal Pradesh,2002,DECEMBER,75
2544,Himachal Pradesh,2003,JANUARY,80
2545,Himachal Pradesh,2003,FEBRUARY,42
2546,Himachal Pradesh,2003,MARCH,72
2547,Himachal Pradesh,2003,APRIL,90
2548,Himachal Pradesh,2003,MAY,85
2549,Himachal Pradesh,2003,JUNE,70
2550,Himachal Pradesh,2003,JULY,68
2551,Himachal Pradesh,2003,AUGUST,89
2552,Himachal Pradesh,2003,SEPTEMBER,69
2553,Himachal Pradesh,2003,OCTOBER,70
2554,Himachal Pradesh,2003,NOVEMBER,69
2555,Himachal Pradesh,2003,DECEMBER,76
2556,Himachal Pradesh,2004,JANUARY,116
2557,Himachal Pradesh,2004,FEBRUARY,99
2558,Himachal Pradesh,2004,MARCH,105
2559,Himachal Pradesh,2004,APRIL,122
2560,Himachal Pradesh,2004,MAY,128
2561,Himachal Pradesh,2004,JUNE,102
2562,Himachal Pradesh,2004,JULY,73
2563,Himachal Pradesh,2004,AUGUST,125
2564,Himachal Pradesh,2004,SEPTEMBER,104
2565,Himachal Pradesh,2004,OCTOBER,106
2566,Himachal Pradesh,2004,NOVEMBER,106
2567,Himachal Pradesh,2004,DECEMBER,109
2568,Himachal Pradesh,2005,JANUARY,228
2569,Himachal Pradesh,2005,FEBRUARY,179
2570,Himachal Pradesh,2005,MARCH,295
2571,Himachal Pradesh,2005,APRIL,253
2572,Himachal Pradesh,2005,MAY,325
2573,Himachal Pradesh,2005,JUNE,236
2574,Himachal Pradesh,2005,JULY,220
2575,Himachal Pradesh,2005,AUGUST,201
2576,Himachal Pradesh,2005,SEPTEMBER,165
2577,Himachal Pradesh,2005,OCTOBER,193
2578,Himachal Pradesh,2005,NOVEMBER,232
2579,Himachal Pradesh,2005,DECEMBER,212
2580,Himachal Pradesh,2006,JANUARY,322
2581,Himachal Pradesh,2006,FEBRUARY,379
2582,Himachal Pradesh,2006,MARCH,400
2583,Himachal Pradesh,2006,APRIL,392
2584,Himachal Pradesh,2006,MAY,335
2585,Himachal Pradesh,2006,JUNE,395
2586,Himachal Pradesh,2006,JULY,400
2587,Himachal Pradesh,2006,AUGUST,324
2588,Himachal Pradesh,2006,SEPTEMBER,312
2589,Himachal Pradesh,2006,OCTOBER,324
2590,Himachal Pradesh,2006,NOVEMBER,359
2591,Himachal Pradesh,2006,DECEMBER,359
2592,Himachal Pradesh,2007,JANUARY,429
2593,Himachal Pradesh,2007,FEBRUARY,368
2594,Himachal Pradesh,2007,MARCH,398
2595,Himachal Pradesh,2007,APRIL,393
2596,Himachal Pradesh,2007,MAY,513
2597,Himachal Pradesh,2007,JUNE,412
2598,Himachal Pradesh,2007,JULY,310
2599,Himachal Pradesh,2007,AUGUST,320
2600,Himachal Pradesh,2007,SEPTEMBER,311
2601,Himachal Pradesh,2007,OCTOBER,363
2602,Himachal Pradesh,2007,NOVEMBER,312
2603,Himachal Pradesh,2007,DECEMBER,375
2604,Himachal Pradesh,2008,JANUARY,230
2605,Himachal Pradesh,2008,FEBRUARY,203
2606,Himachal Pradesh,2008,MARCH,225
2607,Himachal Pradesh,2008,APRIL,278
2608,Himachal Pradesh,2008,MAY,355
2609,Himachal Pradesh,2008,JUNE,333
2610,Himachal Pradesh,2008,JULY,265
2611,Himachal Pradesh,2008,AUGUST,201
2612,Himachal Pradesh,2008,SEPTEMBER,276
2613,Himachal Pradesh,2008,OCTOBER,299
2614,Himachal Pradesh,2008,NOVEMBER,297
2615,Himachal Pradesh,2008,DECEMBER,297
2616,Himachal Pradesh,2009,JANUARY,327
2617,Himachal Pradesh,2009,FEBRUARY,342
2618,Himachal Pradesh,2009,MARCH,457
2619,Himachal Pradesh,2009,APRIL,360
2620,Himachal Pradesh,2009,MAY,478
2621,Himachal Pradesh,2009,JUNE,427
2622,Himachal Pradesh,2009,JULY,372
2623,Himachal Pradesh,2009,AUGUST,340
2624,Himachal Pradesh,2009,SEPTEMBER,327
2625,Himachal Pradesh,2009,OCTOBER,354
2626,Himachal Pradesh,2009,NOVEMBER,374
2627,Himachal Pradesh,2009,DECEMBER,378
2628,Himachal Pradesh,2010,JANUARY,252
2629,Himachal Pradesh,2010,FEBRUARY,360
2630,Himachal Pradesh,2010,MARCH,357
2631,Himachal Pradesh,2010,APRIL,351
2632,Himachal Pradesh,2010,MAY,383
2633,Himachal Pradesh,2010,JUNE,436
2634,Himachal Pradesh,2010,JULY,365
2635,Himachal Pradesh,2010,AUGUST,322
2636,Himachal Pradesh,2010,SEPTEMBER,333
2637,Himachal Pradesh,2010,OCTOBER,353
2638,Himachal Pradesh,2010,NOVEMBER,336
2639,Himachal Pradesh,2010,DECEMBER,380
2640,Himachal Pradesh,2011,JANUARY,323
2641,Himachal Pradesh,2011,FEBRUARY,326
2642,Himachal Pradesh,2011,MARCH,338
2643,Himachal Pradesh,2011,APRIL,364
2644,Himachal Pradesh,2011,MAY,408
2645,Himachal Pradesh,2011,JUNE,356
2646,Himachal Pradesh,2011,JULY,316
2647,Himachal Pradesh,2011,AUGUST,279
2648,Himachal Pradesh,2011,SEPTEMBER,287
2649,Himachal Pradesh,2011,OCTOBER,297
2650,Himachal Pradesh,2011,NOVEMBER,316
2651,Himachal Pradesh,2011,DECEMBER,291
2652,Himachal Pradesh,2012,JANUARY,369
2653,Himachal Pradesh,2012,FEBRUARY,374
2654,Himachal Pradesh,2012,MARCH,387
2655,Himachal Pradesh,2012,APRIL,457
2656,Himachal Pradesh,2012,MAY,364
2657,Himachal Pradesh,2012,JUNE,396
2658,Himachal Pradesh,2012,JULY,346
2659,Himachal Pradesh,2012,AUGUST,355
2660,Himachal Pradesh,2012,SEPTEMBER,373
2661,Himachal Pradesh,2012,OCTOBER,381
2662,Himachal Pradesh,2012,NOVEMBER,391
2663,Himachal Pradesh,2012,DECEMBER,432
2664,Himachal Pradesh,2013,JANUARY,449
2665,Himachal Pradesh,2013,FEBRUARY,423
2666,Himachal Pradesh,2013,MARCH,440
2667,Himachal Pradesh,2013,APRIL,427
2668,Himachal Pradesh,2013,MAY,550
2669,Himachal Pradesh,2013,JUNE,429
2670,Himachal Pradesh,2013,JULY,440
2671,Himachal Pradesh,2013,AUGUST,391
2672,Himachal Pradesh,2013,SEPTEMBER,352
2673,Himachal Pradesh,2013,OCTOBER,406
2674,Himachal Pradesh,2013,NOVEMBER,428
2675,Himachal Pradesh,2013,DECEMBER,426
2676,Himachal Pradesh,2014,JANUARY,399
2677,Himachal Pradesh,2014,FEBRUARY,434
2678,Himachal Pradesh,2014,MARCH,418
2679,Himachal Pradesh,2014,APRIL,425
2680,Himachal Pradesh,2014,MAY,454
2681,Himachal Pradesh,2014,JUNE,414
2682,Himachal Pradesh,2014,JULY,391
2683,Himachal Pradesh,2014,AUGUST,384
2684,Himachal Pradesh,2014,SEPTEMBER,341
2685,Himachal Pradesh,2014,OCTOBER,419
2686,Himachal Pradesh,2014,NOVEMBER,373
2687,Himachal Pradesh,2014,DECEMBER,453
2688,Jammu & Kashmir,2001,JANUARY,2706
2689,Jammu & Kashmir,2001,FEBRUARY,2600
2690,Jammu & Kashmir,2001,MARCH,2704
2691,Jammu & Kashmir,2001,APRIL,2816
2692,Jammu & Kashmir,2001,MAY,3215
2693,Jammu & Kashmir,2001,JUNE,2783
2694,Jammu & Kashmir,2001,JULY,2656
2695,Jammu & Kashmir,2001,AUGUST,2539
2696,Jammu & Kashmir,2001,SEPTEMBER,2437
2697,Jammu & Kashmir,2001,OCTOBER,2582
2698,Jammu & Kashmir,2001,NOVEMBER,2744
2699,Jammu & Kashmir,2001,DECEMBER,3078
2700,Jammu & Kashmir,2002,JANUARY,2885
2701,Jammu & Kashmir,2002,FEBRUARY,2860
2702,Jammu & Kashmir,2002,MARCH,2906
2703,Jammu & Kashmir,2002,APRIL,2995
2704,Jammu & Kashmir,2002,MAY,3415
2705,Jammu & Kashmir,2002,JUNE,2987
2706,Jammu & Kashmir,2002,JULY,2812
2707,Jammu & Kashmir,2002,AUGUST,2875
2708,Jammu & Kashmir,2002,SEPTEMBER,2815
2709,Jammu & Kashmir,2002,OCTOBER,2908
2710,Jammu & Kashmir,2002,NOVEMBER,2954
2711,Jammu & Kashmir,2002,DECEMBER,3249
2712,Jammu & Kashmir,2003,JANUARY,3063
2713,Jammu & Kashmir,2003,FEBRUARY,2986
2714,Jammu & Kashmir,2003,MARCH,2947
2715,Jammu & Kashmir,2003,APRIL,2940
2716,Jammu & Kashmir,2003,MAY,3456
2717,Jammu & Kashmir,2003,JUNE,3199
2718,Jammu & Kashmir,2003,JULY,2999
2719,Jammu & Kashmir,2003,AUGUST,2994
2720,Jammu & Kashmir,2003,SEPTEMBER,3001
2721,Jammu & Kashmir,2003,OCTOBER,3147
2722,Jammu & Kashmir,2003,NOVEMBER,3304
2723,Jammu & Kashmir,2003,DECEMBER,3475
2724,Jammu & Kashmir,2004,JANUARY,3389
2725,Jammu & Kashmir,2004,FEBRUARY,3357
2726,Jammu & Kashmir,2004,MARCH,3358
2727,Jammu & Kashmir,2004,APRIL,3180
2728,Jammu & Kashmir,2004,MAY,3329
2729,Jammu & Kashmir,2004,JUNE,3066
